word1,word2,sim
психологии,фрейда,0.583333
бокс,раунд,0.555556
энергиями,секретарями,0.041667
валиками,подушками,0.384615
предубеждение,признание,0.047619
психологии,науке,0.625000
планетой,солнцем,0.518519
оружие,тайна,0.095238
книгах,библиотеках,0.666667
компьютер,новости,0.242424
кредит,карта,0.285714
журнал,ассоциация,0.087719
выставка,реликвия,0.333333
доллар,прибыль,0.333333
кредиту,информации,0.242424
самолетами,машинами,0.380952
мексики,бразилии,0.666667
производств,экипажей,0.047619
автограф,берег,0.000000
больницы,инфраструктуры,0.380952
погода,прогноз,0.487179
рок,джаз,0.523810
компьютере,программе,0.583333
мыло,опера,0.185185
направление,сочетание,0.125000
поголовья,скота,0.541667
игре,серии,0.222222
напиток,машина,0.000000
автомобилем,путешествием,0.333333
прецедента,предшественника,0.272727
бедствия,площади,0.047619
музеи,театры,0.484848
лето,природа,0.333333
расследовании,усилии,0.205128
юристы,доказательства,0.500000
природе,мужчине,0.141026
мальчик,мудрец,0.041667
министерству,культуре,0.282051
чашки,объекта,0.250000
печами,приспособлениями,0.266667
ливень,наводнение,0.583333
омар,еда,0.708333
губернатор,интервью,0.166667
профессору,доктору,0.444444
кладбище,курган,0.384615
омар,вино,0.185185
страны,граждан,0.619048
награды,мужества,0.458333
арафату,миру,0.076923
музыка,проект,0.047619
развития,вопроса,0.214286
бои,поражения,0.375000
хлеб,масло,0.458333
доллары,прибыли,0.333333
прецедента,примера,0.491228
доллар,потеря,0.166667
компьютере,клавиатуре,0.583333
психология,депрессия,0.458333
компании,фонды,0.625000
японцам,американцам,0.377778
любовник,ссора,0.333333
лете,природе,0.333333
прецеденты,группы,0.000000
месяцев,отелей,0.041667
объявлениям,производствам,0.047619
улице,квартале,0.666667
развитии,вопросе,0.214286
психологию,депрессию,0.458333
потребителем,энергией,0.333333
жизней,сроков,0.274510
кургане,плите,0.185185
месяцы,отели,0.041667
самолеты,машины,0.380952
президентами,медалями,0.102564
кредиты,карты,0.285714
деньгам,богатствам,0.851852
приспособлениями,инструментами,0.708333
президент,медаль,0.102564
еда,фрукт,0.666667
инвесторы,заработки,0.363636
оружии,тайне,0.095238
чашки,вещи,0.333333
парни,волшебники,0.100000
инсультов,больниц,0.500000
валик,подушка,0.384615
компьютеры,программы,0.583333
роскоши,автомобиля,0.208333
автомобиле,путешествии,0.333333
миль,километров,0.791667
японец,американец,0.377778
печи,приспособления,0.266667
меньшинства,мира,0.090909
жидкостей,вод,0.904762
зрителя,сериала,0.545455
приборами,приспособлениями,0.622222
изменениями,отношениями,0.130952
чашкам,жидкостям,0.333333
компьютерам,лабораториям,0.400000
компьютеру,интернету,0.555556
инструмент,приспособление,0.615385
мир,план,0.083333
кладбищем,курганом,0.384615
иерусалим,палестинец,0.533333
миру,страхованию,0.095238
министрах,партиях,0.466667
курганов,берегов,0.185185
жертву,аварию,0.518519
фонды,яйца,0.000000
валюты,рынка,0.333333
развитием,вопросом,0.214286
берегах,путешествиях,0.250000
ребенка,матери,0.814815
объявлением,производством,0.047619
территориях,км,0.518519
профессоров,огурцов,0.047619
начал,г.,0.303030
игра,победа,0.541667
кроватях,шкафах,0.541667
закону,юристу,0.523810
миров,атмосфер,0.166667
целей,жизней,0.266667
роскошью,автомобилем,0.208333
наркотики,злоупотребления,0.533333
изменений,отношений,0.130952
тигр,зоопарк,0.380952
смертью,ссорой,0.115942
марсом,водою,0.090909
семьей,планированием,0.277778
оперы,отрасли,0.041667
долларах,потерях,0.166667
министерства,культуры,0.282051
деньгах,банках,0.625000
линии,страховании,0.000000
планета,люди,0.416667
жизни,сроку,0.274510
компьютере,лаборатории,0.400000
ситуацией,заключением,0.212121
берегов,путешествий,0.250000
попытки,миры,0.000000
напитка,машины,0.000000
мужчинам,губернаторам,0.133333
фонд,рынок,0.333333
блядь,секс,0.400000
студенты,профессора,0.619048
побережья,холма,0.166667
долл,потерю,0.166667
деревьев,лесов,0.714286
приспособления,инструмента,0.708333
началах,гг,0.303030
изображение,поверхность,0.238095
улицам,проспектам,0.791667
практики,учреждения,0.000000
банками,деньгами,0.636364
расчет,вычисление,0.916667
чашка,напиток,0.458333
зритель,сериал,0.545455
жизнями,сроками,0.274510
смертей,ссор,0.115942
автомобиль,волшебник,0.000000
деньги,отмывание,0.351852
телевидение,фильм,0.555556
веков,г,0.666667
жертвах,авариях,0.518519
долл,прибылей,0.333333
новостями,сообщениями,0.666667
хлебами,маслами,0.458333
психологией,депрессией,0.458333
архитектуры,в.,0.095238
практик,учреждений,0.000000
чашки,жидкости,0.333333
чемпионате,турнире,0.888889
запасом,жизнию,0.074074
игра,поражение,0.472222
книга,бумага,0.555556
телефон,сообщение,0.518519
футбол,теннис,0.583333
банкам,деньгам,0.636364
министерствам,культурам,0.282051
мира,атмосферы,0.166667
телефону,сообщению,0.518519
деньги,владение,0.333333
птицу,петуха,0.714286
чашку,еду,0.375000
жизней,уроков,0.256410
практиками,учреждениями,0.000000
тип,вид,0.851852
правительстве,кризисе,0.208333
играм,командам,0.428571
правительством,кризисом,0.208333
психологией,здоровьем,0.363636
отчету,выгоде,0.166667
проблемой,аэропортом,0.000000
доске,рекомендации,0.000000
изменением,отношением,0.130952
министра,партии,0.466667
арафата,джексона,0.000000
птица,лесопарк,0.333333
задержки,расизма,0.041667
парня,брата,0.333333
министром,партией,0.466667
прибыли,предупреждения,0.041667
задержка,расизм,0.041667
психологии,докторе,0.291667
миром,планом,0.083333
королей,ладей,0.555556
едой,петухом,0.083333
отчет,выгода,0.166667
планете,луне,0.523810
печи,плите,0.537037
энергия,лаборатория,0.333333
запасами,жизнями,0.074074
мирах,планах,0.083333
юриста,доказательства,0.500000
водка,джин,0.714286
марсу,воде,0.090909
пять,месяц,0.000000
миром,атмосферой,0.166667
валюты,рынки,0.333333
регистрации,расположению,0.166667
инвалидность,смерть,0.458333
машин,поездок,0.509804
самолетах,машинах,0.380952
начало,год,0.303030
мужчин,женщин,0.571429
конкуренции,цене,0.333333
музея,театра,0.484848
отель,бронирование,0.458333
компьютера,клавиатуры,0.583333
машине,полете,0.000000
мужчиной,женщиной,0.571429
физики,протона,0.479167
архитектуры,в,0.095238
кино,критик,0.500000
причине,гипертонии,0.000000
новостей,сообщений,0.666667
компании,фонду,0.625000
напитка,матери,0.000000
поезд,машина,0.416667
улица,место,0.444444
направления,сочетания,0.125000
оборудованию,производителю,0.179487
компании,фонде,0.625000
монах,оракул,0.142857
миля,километр,0.791667
денег,банков,0.625000
музее,театре,0.484848
омаре,вине,0.185185
компьютером,лабораторией,0.400000
усмешка,парень,0.106061
планета,луна,0.523810
сми,выгода,0.000000
напитком,машиной,0.000000
денег,владений,0.333333
нефти,фонде,0.160494
коже,глазе,0.250000
чашка,вещь,0.333333
прибыль,предупреждение,0.041667
психология,сознание,0.583333
игры,поражения,0.472222
психологии,познанию,0.291667
начала,матча,0.242424
президенты,медали,0.102564
валюте,рынке,0.333333
денег,богатств,0.851852
потребителе,энергии,0.333333
бейсбол,сезон,0.166667
изображений,поверхностей,0.238095
ответственности,страхованию,0.300000
фондам,яйцам,0.000000
больниц,инфраструктур,0.380952
наблюдения,архитектуры,0.088889
стекла,металлы,0.500000
шкаф,одежда,0.583333
играх,командах,0.428571
векам,нациям,0.088889
расчетов,вычислений,0.916667
игры,победы,0.541667
студент,профессор,0.619048
музей,театр,0.484848
ответственность,страхование,0.300000
жидкостью,водой,0.904762
приспособление,инструмент,0.708333
прецедентов,примеров,0.491228
омара,вина,0.185185
фруктами,печами,0.083333
школам,центрам,0.166667
брат,монах,0.490196
деньги,снятие,0.355556
машина,автомобиль,0.952381
доллар,бакс,0.952381
природе,среде,0.600000
братьев,парней,0.375000
игры,серии,0.222222
улиц,мест,0.444444
психологии,здоровью,0.363636
прибылью,предупреждением,0.041667
стекла,драгоценности,0.166667
министров,партий,0.466667
проблемы,аэропорта,0.000000
убийства,кровопролития,0.791667
книгах,бумагах,0.555556
жизни,уроках,0.256410
берега,леса,0.259259
ориентиры,индексы,0.041667
прецеденту,информации,0.186275
производстве,экипаже,0.047619
чашка,жидкость,0.333333
министрами,партиями,0.466667
законами,юристами,0.523810
музыке,проекте,0.047619
доброволец,девиз,0.090909
дивидендов,расчетов,0.238095
еда,петух,0.083333
денег,наличных,0.750000
фонде,телефоне,0.060606
закон,юрист,0.523810
добровольцем,девизом,0.090909
целях,жизни,0.266667
футбол,баскетбол,0.375000
выставками,реликвиями,0.333333
компьютеры,лаборатории,0.400000
изображением,поверхностью,0.238095
развертывании,выводе,0.041667
расчета,вычисления,0.916667
тигр,тигр,0.875000
машин,автомобилей,0.952381
территорию,км,0.518519
сохранении,мире,0.333333
напитком,матерью,0.000000
поездке,путешествии,0.857143
инсульта,больницы,0.500000
типом,видом,0.851852
морали,важности,0.250000
еда,приготовление,0.488889
школе,центре,0.166667
тигра,тигра,0.875000
доктору,персоналу,0.555556
губернаторами,офисами,0.212121
планеты,звезды,0.619048
прецеденты,примеры,0.491228
миры,планы,0.083333
профессор,огурец,0.047619
прибыли,убытки,0.511111
прибытия,отеля,0.333333
деньги,операция,0.250000
машины,полета,0.000000
правительств,кризисов,0.208333
началом,матчем,0.242424
парню,брату,0.333333
книг,библиотек,0.666667
жидкости,воде,0.904762
дня,полудня,0.600000
марсом,водой,0.090909
прецеденту,примеру,0.491228
едой,приготовлением,0.488889
фондов,телефонов,0.060606
началах,г.,0.303030
долл,баксов,0.952381
поездке,машине,0.541667
страной,гражданином,0.619048
видео,архив,0.261905
поголовье,скот,0.541667
кладбища,кургана,0.384615
слова,сходства,0.111111
дереву,лесу,0.714286
театров,историй,0.266667
автомобиля,путешествия,0.333333
стекло,драгоценность,0.166667
потребителя,энергию,0.333333
игры,команды,0.428571
парень,брат,0.333333
попыткой,миром,0.000000
шанс,доверие,0.238095
новости,сообщению,0.666667
территории,поверхности,0.266667
компьютер,программа,0.583333
планету,луну,0.523810
расположение,размещение,0.916667
театр,история,0.266667
секретарь,сенат,0.266667
законом,юристом,0.523810
открытия,космоса,0.259259
студента,профессора,0.619048
телевидением,фильмом,0.555556
берег,лесопарк,0.166667
играми,командами,0.428571
школ,центров,0.166667
играми,сериями,0.222222
берег,лес,0.259259
телефону,оборудованию,0.416667
напитки,машины,0.000000
природы,мужчины,0.141026
напиток,рот,0.166667
война,войска,0.666667
века,гг,0.666667
страны,граждане,0.619048
ливень,гроза,0.600000
побережье,берег,0.904762
лечении,восстановлении,0.619048
парней,братьев,0.333333
берега,путешествия,0.250000
мексике,бразилии,0.666667
иерусалиме,израиле,0.622222
марсу,ученому,0.358974
планетам,звездам,0.619048
мобильный,телефон,0.641026
мораль,брак,0.250000
компьютер,лаборатория,0.400000
арафату,терроризму,0.428571
чашки,еды,0.375000
дне,лете,0.250000
началом,годом,0.303030
берегах,лесах,0.259259
деньгам,долларам,0.636364
природа,мужчина,0.141026
парень,волшебник,0.100000
хлеба,масла,0.458333
правительство,кризис,0.208333
космоса,химии,0.166667
передвижение,деятельность,0.266667
побережье,холм,0.166667
приспособлений,инструментов,0.708333
марсом,ученым,0.358974
машина,поездка,0.509804
юрист,доказательство,0.500000
воду,утечку,0.380952
машинами,полетами,0.000000
долларов,баксов,0.952381
века,гг.,0.666667
книга,библиотека,0.666667
маг,оракул,0.424242
прецедент,право,0.533333
вв,наций,0.088889
расследованием,усилием,0.205128
стекла,стаканы,0.518519
допуск,билет,0.416667
автомобилей,машин,0.958333
кредиты,информации,0.242424
компьютерах,лабораториях,0.400000
чемпионаты,турниры,0.888889
министра,партию,0.466667
мужчину,женщину,0.571429
напитки,матери,0.000000
производстве,походе,0.000000
японцы,американцы,0.377778
оружием,тайной,0.095238
машине,поездке,0.509804
банках,деньгах,0.636364
приют,монах,0.200000
алюминия,металла,0.761905
сохранение,мир,0.333333
космосе,химии,0.166667
расследования,усилия,0.205128
записей,чисел,0.166667
улица,квартал,0.666667
производство,экипаж,0.047619
хлебом,маслом,0.458333
психологии,клиники,0.458333
стекло,металл,0.500000
жизнь,урок,0.256410
стекла,мага,0.000000
напитком,ртом,0.166667
начале,матче,0.242424
направлений,сочетаний,0.125000
сохранения,мира,0.333333
досок,рекомендаций,0.000000
типе,виду,0.851852
изменение,отношение,0.130952
кредитов,карт,0.285714
потребителя,доверия,0.250000
роскоши,автомобилю,0.208333
школе,центру,0.166667
размер,известность,0.074074
потребителе,доверии,0.250000
губернаторы,офисы,0.212121
конкуренцией,ценой,0.333333
японца,американца,0.377778
жертва,авария,0.518519
стекла,металла,0.500000
побережья,берега,0.904762
арафатом,терроризмом,0.428571
мальчика,парня,0.952381
энергии,секретаря,0.041667
автомобиля,волшебника,0.000000
психология,тревога,0.333333
типы,виды,0.851852
страна,гражданин,0.619048
кино,попкорн,0.333333
больницу,инфраструктуру,0.380952
потребителя,энергии,0.333333
стекло,маг,0.000000
причинам,критериям,0.125000
территории,километры,0.518519
юристов,доказательств,0.500000
доски,рекомендации,0.000000
фонду,телефону,0.060606
шнур,улыбка,0.000000
попыткам,мирам,0.000000
расследование,усилие,0.205128
машиной,поездкой,0.509804
поезда,машины,0.416667
причиной,критерием,0.125000
шансом,доверием,0.238095
школах,центрах,0.166667
прецедент,предшественник,0.272727
оружия,тайны,0.095238
игра,серия,0.222222
регистрация,расположение,0.166667
причины,гипертонии,0.000000
машиной,полетом,0.000000
театре,истории,0.266667
кредитах,картах,0.285714
типе,виде,0.851852
святым,сексом,0.146667
самолетов,машин,0.380952
профессоров,докторов,0.444444
шнуром,улыбкой,0.000000
студентов,профессоров,0.619048
монахов,рабов,0.111111
валюта,рынок,0.333333
тигр,организм,0.333333
школа,центр,0.166667
мальчиков,парней,0.952381
опере,отрасли,0.041667
проблеме,аэропорту,0.000000
журавль,приспособление,0.250000
улиц,кварталов,0.666667
книги,библиотеки,0.666667
умник,студент,0.291667
монах,раб,0.111111
изменению,отношению,0.130952
усмешка,улыбка,0.622222
энергию,лабораторию,0.333333
населением,развитием,0.047619
поездкой,путешествием,0.857143
психологии,психиатрии,0.555556
энергия,кризис,0.083333
